w1,v1
provider,0.5788235294
decl,0.5784269663
near,0.5757795276
dismiss,0.574
request,0.574
assist,0.574
package,0.574
sneaky,0.574
jan.,0.5727179487
wsj,0.5718974359
Thursday,0.57007393
piper,0.5690588235
crew,0.5685333333
btwn,0.5685333333
proceed,0.5685333333
magical,0.5685333333
wander,0.5685333333
offset,0.5685333333
spin,0.5679375
length,0.5665454545
sound,0.5637971014
substantially,0.5622857143
preferred,0.5622857143
efficient,0.5622857143
unstoppable,0.5622857143
absurd,0.5622857143
enough,0.5614914758
w/NUM,0.561382716
per,0.560046875
.NUM,0.5576
p/b,0.5569811321
oversold,0.5569482289
golf,0.5550769231
preliminary,0.5550769231
begining,0.5550769231
therefore,0.5535
platinum,0.5535
greater,0.5533207547
tape,0.5524358974
platform,0.552
advance,0.55104
scan,0.5496116505
crazy,0.5480357143
daughter,0.5466666667
minus,0.5466666667
ammo,0.5466666667
excited,0.5466666667
rev,0.5466666667
rsi/macd,0.5466666667
munster,0.5466666667
congratulation,0.5428965517
run-up,0.5428965517
t/l,0.5427398298
else,0.5419130435
claim,0.5402352941
giant,0.5402352941
sup,0.5402262774
inside,0.5395559211
trus,0.5370241935
kong,0.5367272727
printer,0.5345185185
itz,0.5345185185
agenda,0.533
back,0.5324693878
relevant,0.5298461538
mas,0.5262857143
charge,0.52615
frus,0.5257358491
execute,0.5248
steel,0.522358209
truly,0.5186976744
re,0.5166666667
dec.,0.515030303
roughly,0.5144324324
since,0.5127324612
taker,0.5118367347
pace,0.510675
gadget,0.5096666667
deserve,0.5080909091
gamble,0.5080384615
tough,0.5075934426
ride,0.5073275862
shot,0.5069404762
movement,0.506
fashion,0.5051538462
through,0.5041254512
ex,0.5032786885
dt,0.5032025316
after,0.5026933342
def,0.5016666667
ass,0.5016666667
admit,0.5016226415
news,0.5000642152
honest,0.498875
terrific,0.4988571429
interest,0.4984197377
twit,0.4984
forward,0.4981141304
cie,0.4966363636
weather,0.4951612903
specific,0.4947
gltu,0.493173913
traffic,0.4902692308
heating,0.4901052632
bump,0.48928125
fyus,0.4891186441
biggie,0.4890769231
fidelity,0.4884545455
damn,0.4884150943
gl,0.4880512821
institutional,0.486537037
pepitoNUM,0.4865
decade,0.4856
nexus,0.485
mayer,0.485
nickel,0.485
bb,0.4845042316
fully,0.48359375
feeling,0.4830882353
living,0.4818666667
wrestle,0.4818666667
emerge,0.4809517241
exclusive,0.4792941176
stay,0.47892
cwus,0.4776333333
chatter,0.4770566038
typing,0.4765714286
equipment,0.4765714286
embrace,0.4765714286
moderate,0.4765714286
someday,0.4765714286
integration,0.4765714286
reload,0.4765714286
hmmmmm,0.4765714286
placement,0.4765714286
purely,0.4765714286
joke,0.4765714286
announcement,0.4762105263
dual,0.4760784314
woot,0.4759047619
favor,0.4733076923
yield,0.4731142857
yahoo,0.4731029412
care,0.4715326087
approximately,0.4704615385
shock,0.4704615385
suprise,0.4704615385
ummm,0.4704615385
york,0.4704615385
bout,0.4704
pennant,0.4699326146
parallel,0.4698796789
rise,0.4690491803
warren,0.4671818182
daytrade,0.4656
normal,0.4646571429
blow,0.4643697479
playing,0.4639375
marker,0.4633333333
nuff,0.4633333333
larry,0.4633333333
along,0.4630588235
prime,0.4622380952
outta,0.4620454545
co,0.4607628866
nonsense,0.460483871
precedent,0.4572857143
aggressively,0.4567142857
suddenly,0.4567142857
established,0.4549090909
paradigm,0.4549090909
beverage,0.4549090909
universe,0.4549090909
moon,0.4534468085
enjoy,0.4532278481
relation,0.452862069
unusual,0.4499142857
uptick,0.4490769231
holder,0.448
boo,0.4448
cent,0.4438980583
dont,0.4428387097
unique,0.4419565217
grand,0.4419565217
dream,0.4419487179
momo,0.4414738412
candy,0.441
conf,0.4407857143
brainer,0.4404186047
wise,0.439745098
hammer,0.4396228571
unbelievable,0.4379032258
payday,0.4377666667
pile,0.4377272727
board,0.4362014388
shoot,0.4361538462
wonderful,0.4353673469
cumulative,0.4330952381
scallop,0.4324444444
generally,0.4321153846
multi-year,0.4305376344
hurricane,0.4284
ripper,0.4284
display,0.427375
brk,0.4263157895
disagree,0.4259482759
midday,0.4244210526
postion,0.4244210526
otc,0.4235416667
receive,0.4215584416
trannie,0.42
coal,0.42
unlike,0.4196944444
bf,0.4190666667
restaurant,0.4186956522
congestion,0.4176
easily,0.4174409938
captain,0.4150588235
builder,0.414
Tuesday,0.413992126
ripe,0.4136528926
barrier,0.4123636364
relatively,0.4122857143
macd,0.4116054545
boss,0.4102647059
ty,0.4100833333
ft,0.4095
solve,0.4070769231
sneak,0.4070769231
heaven,0.4064516129
math,0.4054237288
info,0.4052848494
debate,0.4037142857
targ,0.4032
rep,0.4032
holiday,0.4028238292
smartphone,0.4010727273
barron,0.4006153846
thinner,0.40035
backtest,0.398328125
talk,0.3971975581
st.,0.3961176471
hope,0.39525
class,0.39442
common,0.3937191011
staying,0.3925
credibility,0.3925
type,0.392375
believe,0.3915193133
establish,0.3909873418
lady,0.3908571429
brand,0.3907647059
beautifully,0.3890869565
owner,0.3867906977
overall,0.3863076923
season,0.38556
sr,0.3853636364
rebind,0.385012987
yea,0.385
post-earnings,0.3848571429
umm,0.3848571429
tentative,0.3848571429
sniff,0.3848571429
NUM-week,0.3846545455
pass,0.3840909091
twitter,0.3837142857
bull,0.3833414677
address,0.3826875
mortgage,0.3814827586
excite,0.3809577465
silly,0.3799230769
lifting,0.3799230769
mean,0.3799230769
m,0.3799230769
wishful,0.3799230769
smallest,0.3799230769
sup/res,0.3799230769
leaf,0.3799230769
finding,0.378
q,0.3772363636
miner,0.3769021739
wouldnt,0.3768
timeline,0.3759069767
champ,0.3759069767
surprised,0.3754054054
focus,0.37525
fact,0.3743492063
steak,0.3741666667
proj,0.3741666667
crop,0.3741666667
cos,0.3741666667
photo,0.3718421053
clown,0.3718421053
cute,0.3714705882
motion,0.3712705882
shortly,0.370755102
closely,0.370048
whatever,0.3694857143
suppose,0.3691267606
unexpected,0.3688214286
h/t,0.3688214286
let,0.3684778213
cNUM,0.3673636364
fri.,0.3673636364
av,0.3673636364
prior,0.3666353791
ichan,0.3663333333
rebuy,0.3658518519
division,0.3648666667
donate,0.3648666667
teach,0.3626538462
quit,0.36171875
product,0.3616849396
bunch,0.3610285714
icahn,0.36075
week,0.3603142372
imminent,0.360199262
bode,0.3592
aroon,0.3591111111
horn,0.3583448276
exp,0.3579130435
desc,0.35785
number,0.3566766972
uk,0.35594
guide,0.3554583333
rotate,0.3545263158
want,0.3541468189
usa,0.3530526316
media,0.352988764
separation,0.3527857143
cmf,0.3527297297
totally,0.3518446602
tiny,0.3510363636
integrate,0.3508333333
strap,0.3508333333
viagra,0.3508333333
deny,0.3492222222
flow,0.349147541
action,0.3474234557
activate,0.34725
tryin,0.3467058824
performance,0.3465865385
NUM.NUM-limit,0.3465
immediately,0.3463714286
band,0.3451908214
cook,0.3437538462
NUM-NUM,0.3435714286
youre,0.3434137931
necessary,0.3434
some,0.3433008744
crumb,0.3420625
perfect,0.3420625
drink,0.3413513514
thank,0.3376556291
goal,0.3368
halted,0.3368
also,0.3366438279
fun,0.3355379747
treat,0.3340540541
sea,0.3337391304
conclude,0.3337391304
volatile,0.3337195122
actually,0.332122093
point,0.3315805726
att,0.3307857143
folk,0.3289367089
family,0.3288372093
guess,0.3275912409
lawsuit,0.3272407407
side,0.327047619
histo,0.3246521739
merge,0.3232
albeit,0.3228214286
prolly,0.3220645161
buyer,0.322
apex,0.3215544041
ive,0.3204444444
optimism,0.3202222222
hat,0.3201964286
quality,0.3196239397
brother,0.3189473684
pe,0.3186852949
jack,0.3174230769
glad,0.315972973
NUMm,0.315
xNUM,0.3142222222
statement,0.312056338
romney,0.3105454545
find,0.3090398482
form,0.3085774648
expert,0.3083684211
little,0.3077815172
stabilize,0.3064864865
dynamite,0.3061666667
public,0.3056666667
yay,0.3036818182
NUMdma,0.3034416458
stoch,0.3030361446
ftc,0.3024
sway,0.3012307692
liquid,0.3012307692
itm,0.3002195122
either,0.2992307692
hair,0.2984
realize,0.2971764706
noon,0.297
entertain,0.2966666667
space,0.2948974359
million,0.29475
fat,0.2932758621
finally,0.2929896907
wow,0.292242268
understanding,0.2912727273
ton,0.2904915254
highly,0.2895824176
about,0.2885319149
facility,0.2862857143
teh,0.2862857143
nonetheless,0.2862857143
thx,0.28575
unlock,0.2848
TRUE,0.2842531646
percent,0.2836877033
w/a,0.2826153846
essentially,0.2826153846
pose,0.2826153846
poss,0.2826153846
ambitious,0.2826153846
manipulator,0.2826153846
iran,0.2826153846
challenging,0.2826153846
talent,0.2826153846
straight,0.281862069
confidence,0.2817540191
owe,0.2812631579
cnn,0.2792727273
pinch,0.2783333333
foundation,0.2783333333
grNUM,0.2783333333
refiner,0.2783333333
poker,0.2783333333
recipe,0.2783333333
tea,0.2783333333
refresh,0.2783333333
banana,0.2783333333
u.s,0.2783333333
hmmmmmm,0.2783333333
tablet,0.2783333333
disappointed,0.2783333333
prob,0.2783333333
rus,0.2783333333
nearterm,0.2783333333
hight,0.2783333333
everyNUM,0.2783333333
ishare,0.2783333333
slight,0.278192053
depend,0.278016
lt,0.2777727273
cont,0.2772139303
indeed,0.2771764706
ibd,0.2766911765
confusion,0.2750588235
humor,0.2750588235
mental,0.2750588235
absorb,0.2750588235
estimate,0.2748070175
befor,0.2732727273
tomm,0.2732727273
day/close,0.2732727273
hence,0.2724736842
title,0.271375
fwd,0.271375
staple,0.271375
firework,0.2708108108
excitement,0.2697692308
turnaround,0.2693947368
interesting,0.2687873684
someone,0.2684023669
housing,0.2683602652
hook,0.2672
upcome,0.2672
mary,0.2672
virtually,0.2672
algorithm,0.2672
selection,0.2672
construction,0.2672
portion,0.2672
misguided,0.267
longer,0.2655612245
semi,0.2652352941
freak,0.2648965517
anytime,0.2640952381
rush,0.2636842105
flaggin,0.2636842105
suit,0.2626451613
thk,0.2624285714
nerve,0.2624285714
actionable,0.2624285714
gettin,0.2624285714
technician,0.2624285714
bbm,0.2613913043
maker,0.2605934066
apple,0.260401321
player,0.2586862745
summary,0.2580909091
slow,0.2577443946
sept,0.2554835165
dozen,0.2554117647
corp,0.2554117647
recommendation,0.2548947368
anything,0.2542733813
arrive,0.25384
show,0.2523284672
trix,0.25092
this,0.2507260656
tock,0.2505
blah,0.2505
lolz,0.2505
grab,0.2498625954
demand,0.2495664507
big,0.2494768958
foolish,0.2478064516
rt,0.2456544503
eow,0.2455882353
diff,0.2454864865
chase,0.2454725275
earn,0.245112782
airline,0.241744186
sorry,0.2413888889
crossover,0.2412842105
state,0.2407594937
pay,0.2395465116
far,0.2393579545
issue,0.2382545455
coming,0.2379753086
odd,0.2375675676
lunch,0.2363414634
investing,0.2360277778
when,0.2360251194
definitely,0.2334710145
secondary,0.2325747126
combine,0.2313818182
reenter,0.2287058824
bus,0.2287058824
step,0.2274583333
beer,0.2263333333
signal-new,0.2256428571
final,0.2255928144
project,0.2244857143
patiently,0.2244857143
very,0.2239964029
yesterday,0.2221627336
manage,0.2221239669
atm,0.2217894737
survive,0.21975
strengthen,0.2196923077
boring,0.2196923077
quite,0.219253886
psar,0.2189473684
half,0.2184038462
fire,0.2169215686
hoo,0.2169
consistent,0.2165636364
always,0.2161143695
design,0.2153333333
everywhere,0.21375
motor,0.2128695652
forth,0.2127272727
fund,0.2127272727
discuss,0.211862069
last,0.2116892213
brief,0.211375
percent-fib,0.2104761905
bw,0.2104761905
who,0.2104761905
barclay,0.2101818182
theta,0.2101818182
quarter,0.2101205138
easier,0.209372549
register,0.2088666667
from,0.2084006446
clueless,0.208
on,0.208
curling,0.208
though,0.2073648649
room,0.2059916643
pa,0.2053461538
ring,0.2052631579
institution,0.2044871795
recently,0.204360505
city,0.2029268293
ema,0.2017508418
safe,0.2012462687
morning,0.2004669242
dr.,0.2
ya,0.1993670886
matter,0.1993235294
wireless,0.1988235294
rotation,0.1985818182
rely,0.1984705882
apology,0.1980952381
til,0.19738
emotion,0.1967368421
knock,0.196183908
youtube,0.19609375
inline,0.1958125
premkt,0.1958125
texa,0.1958125
they,0.1928251744
kudos,0.1928
a.m.,0.1928
once,0.19275
nov.,0.1927
ask,0.1926956522
capital,0.1920391471
available,0.1919367089
speculative,0.1918032787
mentality,0.1916666667
saw,0.1913823529
jim,0.1899574468
tg,0.1893571429
as,0.1881952506
suprised,0.1881818182
couldnt,0.1881818182
while,0.1881415094
should,0.1881389253
general,0.1864880952
longterm,0.1857708333
line,0.1857708333
perception,0.1848888889
brass,0.1848888889
followthru,0.1848888889
whine,0.184
exist,0.1835238095
sj,0.182
company,0.1804014609
pull-back,0.1800344828
brazil,0.1792727273
machine,0.1788484848
rare,0.1785423729
hawk,0.1783571429
:).,0.1777272727
plan,0.1764
sanity,0.176
geometric,0.1752727273
screenshot,0.1752727273
cry,0.174744186
btw,0.1738709677
define,0.1735572519
cleanly,0.1733333333
concur,0.1733333333
hgx,0.1733333333
episode,0.1733333333
gentle,0.1733333333
thur,0.1733333333
judgment,0.1733333333
mistake,0.1731343284
real,0.1729631902
just,0.1728748505
witching,0.1721428571
estate,0.1714285714
offering,0.170835443
hardly,0.17025
blink,0.1701818182
george,0.1701818182
chill,0.1701818182
finny,0.1701818182
yummy,0.1701818182
soul,0.1701818182
thur.,0.1701818182
generator,0.1701818182
trade,0.1701818182
iffy,0.1701818182
repair,0.1701818182
exceptional,0.1701818182
makin,0.1701818182
controlled,0.1701818182
tr,0.16992
basically,0.1696969697
proof,0.1692972973
during,0.1684981257
law,0.16848
stretch,0.168
together,0.1676760083
stronger,0.167671875
car,0.1674776119
amazingly,0.1664
charger,0.1664
cookie,0.1664
innovation,0.1661538462
thinking,0.1660125
biz,0.1654153846
conclusion,0.1646666667
mar,0.1636363636
handset,0.1628421053
finance,0.1617777778
training,0.1617777778
price,0.1614664252
shoulda,0.1607272727
datum,0.1595736779
inc.,0.1594666667
luck,0.1577323059
almost,0.1570447705
really,0.1561130064
gag,0.156
fear,0.1557142857
for,0.1552963792
insane,0.1548679245
around,0.1545568182
scalp,0.154
these,0.15348832
lmao,0.1530566038
reference,0.1528035714
roof,0.1514545455
button,0.1512727273
few,0.1510121951
viva,0.1485714286
NUM-hour,0.1485714286
year,0.1484924623
match,0.1473333333
incredibly,0.1473333333
support,0.1471204188
assault,0.1456
reasoning,0.1456
rate,0.1456
express,0.1456
numerous,0.1456
trough,0.1456
remember,0.1447272727
wed,0.1446153846
mr,0.1433939394
tue.,0.1424418605
all,0.1422384531
eve,0.1422222222
coffee,0.1421162791
finviz,0.1415555556
feel,0.1409589041
man,0.1391764706
reaffirm,0.1391764706
everyone,0.139
herb,0.1386666667
characteristic,0.1386666667
roc,0.13824
curious,0.1373584906
Monday,0.1362445415
continue,0.135917974
chance,0.1353708789
feb,0.1345671642
xx,0.1342105263
nvus,0.1334666667
hardware,0.1334666667
seasonal,0.1330434783
retailer,0.1324038462
keltner,0.1322222222
simply,0.1317105263
already,0.1314205352
consumer,0.131393617
another,0.130399689
people,0.1290366945
irrational,0.1275555556
battery,0.1275555556
account,0.1267592593
interview,0.1265116279
etc.,0.1264736842
aftermarket,0.126
something,0.1259026217
trgt,0.1258
outcome,0.1245833333
stop,0.1242370366
sec,0.1239710145
hurdle,0.123
behind,0.1228723404
NUMmin,0.1215447761
popular,0.12
thing,0.1196356783
inc,0.11932
obviously,0.1170149254
doug,0.116875
chat,0.1158214286
flag,0.1153636364
bread,0.1145625
gloom,0.1145625
tab,0.1145625
h.,0.1145625
mate,0.1145625
darn,0.1137096774
most,0.1133846154
second,0.1128
maximum,0.1128
defy,0.1128
throwback,0.1128
discipline,0.1128
jesus,0.1128
clip,0.1128
appearance,0.1128
com,0.1127179487
help,0.1120470085
only,0.1112727273
worry,0.1112533333
loud,0.1107857143
solidly,0.1107857143
interactive,0.1107857143
element,0.1107857143
advisor,0.1107857143
character,0.1106307692
located,0.1103478261
kindle,0.1096666667
exercise,0.1096666667
strongly,0.1093965517
assure,0.1089545455
prize,0.1084615385
niche,0.1084615385
refuse,0.1084615385
specifically,0.1084615385
rapid,0.1084615385
skip,0.1078235294
leadership,0.1078235294
write,0.1076086957
psychological,0.1069655172
advice,0.1066973684
tout,0.10575
you,0.1042544095
churn,0.1042173913
prediction,0.1038990826
ny,0.1025454545
hasnt,0.1023076923
isnt,0.1021272727
sideline,0.102
part,0.1018940678
factory,0.1018333333
vista,0.1007142857
stair,0.09923076923
somewhere,0.098765625
both,0.09693421053
sit,0.09660839161
mining,0.09646511628
don,0.09546
scare,0.09469333333
start,0.09397260274
gon,0.09333333333
customer,0.09329113924
sideways,0.09150717703
metal,0.09115333333
chain,0.09071794872
alert,0.09058064516
ceo,0.09032846715
silver,0.09023529412
would,0.08983240284
sexy,0.08939393939
service,0.08923364486
yours,0.0875483871
revenue,0.08676378443
latest,0.0867007874
validate,0.08633333333
con,0.08586792453
first,0.08583130081
can,0.08571899304
safer,0.08538461538
symbol,0.08523214286
tomorrow,0.08462646388
enterprise,0.08457142857
supp,0.08436
quarterly,0.08419642857
david,0.08325
game,0.08293258427
alternative,0.0825
early,0.08214285714
listen,0.08211538462
disclose,0.08152941176
nothing,0.08072519084
imo,0.0792
bath,0.0792
detailed,0.07893333333
largest,0.07871910112
distance,0.07815789474
script,0.07815789474
bar,0.07815789474
right,0.07732322455
enormous,0.077
retesting,0.077
chartist,0.077
tricky,0.076725
root,0.07609090909
chump,0.07609090909
shave,0.07609090909
politics,0.07609090909
calculator,0.07609090909
augNUM,0.07609090909
fluctuation,0.07609090909
underlying,0.07609090909
argument,0.07448648649
tolerance,0.0744
brag,0.0744
surgery,0.0744
posible,0.0744
cigar,0.0744
praise,0.0744
sim,0.0744
skill,0.0744
telegraph,0.07425
mail,0.07425
houston,0.07425
mention,0.07365898618
soon,0.0734561
macd/rsi,0.07307142857
clarification,0.07233333333
petition,0.07233333333
ana,0.07233333333
phrase,0.07233333333
comparable,0.07233333333
incl,0.07233333333
original,0.07161
know,0.07111229947
despite,0.07109868421
small,0.06963730201
deliver,0.0695106383
al,0.06922222222
world,0.06850847458
seriously,0.06821978022
u,0.06811290323
afternoon,0.06689189189
period,0.06661016949
friend,0.06621978022
cfo,0.06592592593
any,0.06562345273
choose,0.06552380952
aug,0.0639
regard,0.0639
misinformation,0.0639
NUM-sma,0.063
hilarious,0.063
pants,0.063
tonight,0.06217964072
emergency,0.062
anybody,0.06167088608
tho,0.06133980583
more,0.06126716205
book,0.06115337423
slightly,0.05928801965
unsure,0.05916666667
monitoring,0.05916666667
wait,0.05830578512
reporter,0.05809090909
contend,0.05809090909
shopper,0.05809090909
geek,0.05809090909
explanatory,0.05809090909
patern,0.05809090909
upchannel,0.05809090909
loyal,0.05809090909
mobil,0.05809090909
pre-mkt,0.05809090909
following,0.05809090909
overseas,0.05809090909
closest,0.05809090909
baseline,0.05809090909
apr,0.05809090909
lg,0.05809090909
makings,0.05809090909
rpt,0.05809090909
onward,0.05809090909
outpace,0.0568
wa,0.0568
magazine,0.0568
aaius,0.0568
external,0.0568
manufacturer,0.0568
operation,0.0568
united,0.0568
kidding,0.0568
business,0.05659183673
put,0.05572
originally,0.05556521739
corrupt,0.05522222222
wolf,0.05522222222
dec,0.05522222222
settup,0.05522222222
tree,0.0551641791
anyone,0.0549543379
indian,0.05486363636
fourth,0.05429411765
purpose,0.0540952381
note,0.05398896616
visa,0.05378787879
NUM.NUM-stop,0.05325
untill,0.05325
arm,0.05325
finalize,0.05325
efficiency,0.05325
smith,0.05325
toward,0.05229168815
buzz,0.05112
roche,0.05071428571
and,0.04917781274
need,0.04915187377
seem,0.04858585859
I,0.04805157768
option,0.04733408118
tighter,0.04666666667
follow,0.04590882789
able,0.0443697479
somehow,0.04074074074
breakaway,0.04074074074
symmetrical,0.03984802432
wonder,0.038808
value,0.03854166667
stubborn,0.03846153846
lover,0.038
mission,0.0375
qNUM,0.03649756278
reading,0.03630136986
color,0.03586956522
track,0.03523404255
correct,0.03365853659
because,0.03241666819
reiterate,0.0323125
hmm,0.03071428571
historical,0.02988461538
NUMday,0.02876595745
earth,0.02814814815
resolve,0.02785340314
credible,0.02781818182
hunch,0.0272
ahd,0.0272
rollin,0.0272
footing,0.0272
briefly,0.0272
backing,0.0272
counter,0.0272
interpret,0.02671428571
subsidy,0.02671428571
consist,0.02671428571
bottle,0.02671428571
recall,0.02671428571
flattening,0.02671428571
scratch,0.02671428571
tre,0.02671428571
afterhor,0.02664864865
insider,0.02636065574
net,0.02632258065
reader,0.02615384615
evil,0.02615384615
surprising,0.02615384615
aamrq,0.0255
preference,0.0255
access,0.0255
profitable,0.02482
limited,0.02451162791
robot,0.02448
but,0.02411561478
sudden,0.02404878049
humble,0.02353846154
official,0.01976470588
again,0.01974016554
g,0.01968072289
confuse,0.0192173913
shorts,0.01816176728
bbNUM,0.01766666667
converge,0.01753846154
century,0.01733333333
effective,0.0171875
case,0.01659836066
tgt,0.01653125
driver,0.0165
pause,0.01624615385
holy,0.01610714286
samsung,0.01571428571
hi,0.01388888889
oct-NUM,0.0136
pl,0.01291304348
exchange,0.01254098361
perhaps,0.01240993789
have,0.01089754255
strategy,0.01001725456
mainly,0.01
macau,0.01
developer,0.00975
hf,0.0096
combination,0.009473684211
dinner,0.009473684211
adam,0.009454545455
eventually,0.009333333333
hong,0.009176470588
himself,0.009176470588
plane,0.009
hedgy,0.0088
movie,0.0088
advantage,0.008634146341
afraid,0.008533333333
late,0.008265734266
r,0.008086066307
system,0.006294478528
truth,0.005841269841
lot,0.00484086444
heavily,0.003693181818
we,0.003081371967
resis,0.003
mother,0.002888888889
maybe,0.002700209644
cost,0.001395952182
approx,0.0007540983607
